,종류,공고번호,발견장소,특징,성별,상태
1172,서울-은평-2024-00301,불광로 42-6,설사,수컷,방사,코숏|검정하양
1176,경기-광명-2024-00298,경기도 광명시 너부..,없음,수컷,방사,코리안숏헤어|고등어
1180,경기-양평-2024-00625,경기도 양평군 개군..,완전한 흑색의 개체..,암컷,중성화,한국|흑색
1184,경기-화성-2024-01081,팔탄면 하저리 86..,없음,암컷,방사,코숏|고등어
1188,경기-양평-2024-00622,경기도 양평군 용문..,영양상태가 다소 좋..,암컷,중성화,한국|고등어백색
1192,경기-양평-2024-00623,경기도 양평군 지평..,몸에 상처나 부착물..,수컷,방사,한국|흑백
1196,경기-부천-2024-00353,(원미구) 신흥로 ..,고등어,암컷,중성화,한국길고양이|고등어
1200,경기-부천-2024-00354,(원미구) 신흥로 ..,마취후 수술대위에서..,암컷,중성화,한국길고양이|고등어
1204,경기-용인-2024-01124,중부대로747번길 ..,없음,미상,포획,코숏|고등어
1208,경기-시흥-2024-00369,산현마을길 43,삼색이,암컷,중성화,한국길고양이|삼색이
1212,경기-용인-2024-01123,중부대로747번길 ..,없음,미상,포획,코숏|고등어
1216,경기-용인-2024-01132,상하동 274-41..,없음,미상,포획,코숏|치즈
1220,경기-시흥-2024-00384,과림동384-9,약간순함,수컷,방사,코숏|흰+고등어
1224,서울-은평-2024-00298,불광동 248,-,암컷,중성화,코숏|하양노랑
1228,전북-군산-2024-00382,내초안길 25-7,.,수컷,방사,코리안숏헤어|치즈
1232,경기-화성-2024-01080,팔탄면 하저리 86..,없음,수컷,방사,코숏|고등어
1236,경기-부천-2024-00350,(원미구) 장말로 ..,턱시도,암컷,중성화,한국길고양이|턱시도
1240,경기-용인-2024-01129,중부대로747번길 ..,없음,미상,포획,코숏|고등어
1244,경기-용인-2024-01131,상하동 274-41..,없음,미상,포획,코숏|삼색
1248,서울-은평-2024-00296,갈현로 200-1,-,암컷,중성화,코숏|검정
1252,경기-부천-2024-00345,(원미구) 도당동 ..,삼색이,암컷,중성화,한국길고양이|삼색이
1256,경기-용인-2024-01122,중부대로747번길 ..,없음,미상,포획,코숏|삼색
1260,경기-용인-2024-01119,중부대로747번길 ..,없음,미상,포획,코숏|고등어
1264,경기-부천-2024-00346,(원미구) 부천로 ..,젖소,수컷,방사,한국길고양이|젖소
1268,경기-시흥-2024-00367,목감 큰빛교회,치즈,수컷,중성화,한국길고양이|치즈
1272,전북-정읍-2024-00590,송산1길177-17..,없음,수컷,방사,한국고양이|검.백줄무늬
1276,경기-용인-2024-01121,중부대로747번길 ..,없음,미상,포획,코숏|고등어
1280,대구-북구-2024-00119,팔거천동로 34길 ..,무,수컷,방사,코셧|턱시도
1284,서울-은평-2024-00294,갈현로 2길 25-..,-,암컷,중성화,코숏|하양노랑검정
1288,인천-서구-2024-00489,서구 설원로79,없음,암컷,방사,코숏|칼리코
1292,대구-북구-2024-00120,관음로 18,무,수컷,방사,코셧|고등어
1296,경기-평택-2024-00424,경기도 평택시 포승..,흰색/등검정,수컷,중성화,코리안숏헤어|흰색/등검정
1300,경기-평택-2024-00426,경기도 평택시 포승..,등갈색/배흰색,암컷,중성화,코리안숏헤어|등갈색/배흰색
1304,경남-진주-2024-00851,금산면 비성아파트 ..,온순,수컷,방사,"코숏|검정,흰색"
1308,경기-안산-2024-00663,한양대학교,없음,수컷,방사,코숏|젖소
1312,경북-문경-2024-00182,산북내화,없음,수컷,방사,"한국고양이|회,흰색"
1316,경남-고성-2024-00867,하이면 상족암 휴게..,없음,수컷,방사,한국고양이|갈색/흰색
1320,대구-달서-2024-00241,달서구 달서대로95..,자궁내막염염,암컷,방사,"코숏|검정,갈색"
1324,경기-용인-2024-01118,원양로625번길 2..,없음,미상,포획,코숏|삼색
1328,전북-진안-2024-00251,보한길 52,없음,암컷,방사,코리안숏컷|노랑/백색
1332,대구-달서-2024-00240,달서구 달서대로95..,없음,수컷,방사,"코숏|검정,흰색"
1336,경남-남해-2024-00085,경남 남해군 남해읍..,없음,수컷,방사,한국고양이|회색흰색
1340,경기-안산-2024-00662,와동 769-5,없음,암컷,중성화,코숏|치즈
1344,경기-화성-2024-01071,정남면 신백길 13..,없음,수컷,방사,코숏|고등어
1348,경기-안산-2024-00661,원선로17,없음,암컷,중성화,코숏|치즈
1352,경기-파주-2024-00367,하지석길 267-8..,없음,수컷,방사,KSH|턱시도
1356,전북-전주-2024-01115,덕진구 덕용1길 2..,종합백신 광견병백신..,수컷,방사,KSH|검정 갈색
1360,경기-고양-2024-00582,식사동1191,,암컷,방사,ksh|턱시도
1364,경기-고양-2024-00572,식사동1191,,암컷,방사,ksh|삼색
1368,경기-고양-2024-00581,견달산로 16번길 ..,,수컷,방사,ksh|턱시도
1372,인천-남동-2024-00310,호구포로548,검회색.꼬리 없음,수컷,방사,"코숏|검회색,복부흰색"
1376,경기-고양-2024-00583,견달산로 16번길 ..,,수컷,방사,ksh|고등어
1380,인천-서구-2024-00484,서구 도요지로201..,없음,수컷,방사,코숏|파티칼라
1384,울산-동구-2024-00132,문현고 앞 KIMS..,순함,암컷,방사,코숏|삼색
1388,경기-고양-2024-00584,식사동288-76,,수컷,방사,ksh|고등어
1392,경기-고양-2024-00576,식사동1191,,수컷,방사,ksh|젖소
1396,경기-시흥-2024-00375,봉화로193번길64..,"사나움, 수술 개복..",암컷,방사,한국길고양이|삼색고등어
1400,경기-파주-2024-00345,경기도 파주시 탄현..,없음,수컷,방사,한국고양이|턱시도
1404,인천-남동-2024-00309,장자로5번길 10,"검,환.흰색의 삼색..",암컷,방사,"코숏|검정,황색,흰색"
1408,경북-상주-2024-00517,태봉1길 27-2,특이사항 없음,수컷,방사,코숏|흑/백
1412,경남-통영-2024-00274,통영 해안로 418..,.,암컷,방사,코숏|갈색 고등어
1416,경기-파주-2024-00344,경기도 파주시 탄현..,없음,수컷,방사,한국고양이|치즈
1420,경기-남양주-2024-01057,금곡로19번길47,"사나움,진통제 투여..",암컷,방사,k.c.|흑갈줄무늬
1424,경북-상주-2024-00518,태봉1길 27-2,특이사항 없음,수컷,방사,코숏|흑/백
1428,경기-파주-2024-00363,헤이리마을길 61,없음,암컷,방사,KSH|고등어
1432,경기-고양-2024-00566,사리현동 189,,수컷,방사,ksh|고등어
1436,울산-북구-2024-00134,울산광역시 중구 병..,온순,수컷,방사,코리안숏헤어|고등어
1440,충남-보령-2024-00280,충청남도 보령시 남..,x,암컷,방사,ksh|갈흰
1444,서울-마포-2024-00173,상암6단지 공원,건강검진특이사항없음..,암컷,방사,코숏|삼색이
1448,제주-제주-2024-01213,용담일동 서문로 2..,없음,수컷,방사,ksc|치즈
1452,경기-파주-2024-00364,헤이리마을길 61,없음,수컷,방사,KSH|치즈
1456,경북-상주-2024-00516,태봉1길 27-2,특이사항 없음,암컷,방사,코숏|흑/백
1460,경남-통영-2024-00273,풍화리 양화길 49..,없음,수컷,방사,코숏|치즈
1464,인천-연수-2024-00148,청능대로 55번길 ..,없음,수컷,방사,코숏|갈색
1468,세종-세종-2024-00267,[30027] 세종..,없음,암컷,방사,247-90|갈색줄무늬
1472,전북-정읍-2024-00588,태인골프장,없음,수컷,방사,한국고양이|황.백
1476,인천-계양-2024-00135,계산시장 내,임신10일경(3두)..,암컷,중성화,한국고양이|고등어
1480,대전-유성-2024-00203,방동 374-4,없음,수컷,방사,KSH|흑백색
1484,대구-서구-2024-00153,염색공단로116,,암컷,방사,코숏|검정
1488,대전-유성-2024-00204,방동 374-4,없음,수컷,방사,KSH|황백색
1492,강원-속초-2024-00125,애경모텔,특이사항 없음,수컷,방사,코숏|흑/흰
1496,경기-평택-2024-00434,지산동 537-4,x,암컷,중성화,코숏|노랑
1500,충남-태안-2024-00271,태안군 소원면 사라..,순하고 잘따름,암컷,중성화,믹스|황색
1504,경남-통영-2024-00287,경상남도 통영시 광..,점박이,암컷,방사,코리안숏헤어|점박이
1508,충남-태안-2024-00272,근흥면 낭금길 23..,순하고 잘따름,암컷,중성화,믹스|흑색
1512,경남-통영-2024-00288,경상남도 통영시 광..,삼색,암컷,방사,코리안숏헤어|삼색
1516,인천-계양-2024-00134,계산시장 내,매우 예민함,수컷,방사,한국고양이|고등어
1520,경남-고성-2024-00873,삼봉리 316-10..,일반적임,수컷,방사,코숏|흰/줄무늬
1524,경남-통영-2024-00272,추도,진드기 감염,암컷,방사,코리안 숏헤어|치즈태비
1528,경기-시흥-2024-00374,배곧3로27-7 S..,사나움,암컷,방사,한국길고양이|고등어
1532,인천-중구-2024-00161,덕교동 155-2,길고양이,암컷,방사,한국고양이|치즈
1536,경기-고양-2024-00569,성석동93-1,,암컷,방사,ksh|삼색
1540,경기-시흥-2024-00373,배곧3로27-7 S..,피모 깨끗하고 약간..,암컷,방사,한국길고양이|고등어
1544,경남-함안-2024-00281,중앙본동 주택가,"흰색털과 노랑색털,..",암컷,중성화,"고등어태비|흰색털과 노랑색털, 황색털의 빗살무늬"
1548,전남-광양-2024-00263,광양시 광영로4,이상없음,수컷,방사,코리안숏|흰/노
1552,충북-진천-2024-00163,문봉2길36-55,특이사항없음,암컷,방사,한국고양이|바이컬러
1556,경기-화성-2024-01095,비봉면 양노로 45..,-,암컷,중성화,코숏|삼색이
1560,경남-합천-2024-00288,율곡면 매실1길 5..,온순,암컷,방사,한국고양이|삼색이
1564,울산-울주-2024-00303,상북면 후리2길 1..,상태양호,수컷,방사,코숏|흰색
1568,경남-함안-2024-00278,주공아파트옆 산책로..,흰색털바탕에 흑갈색..,암컷,중성화,한국고양이|흰색털바탕에 흑갈색털과황색털 귀쪽과 등쪽 점박이
1572,경기-안산-2024-00659,신각길18,없음,암컷,중성화,코숏|삼색이
1576,전북-진안-2024-00248,보한길,없음,암컷,방사,코리언숏헤어|흰색/검정/갈색
1580,전북-진안-2024-00250,보한길,없음,암컷,방사,코리언숏헤어|흰색/검정
1584,전북-진안-2024-00249,보한길,없음,수컷,방사,코리언숏헤어|검정/갈색
1588,서울-강동-2024-00207,강동구 주공9단지 ..,임신중,암컷,방사,코숏|검정 흰색
1592,서울-중구-2024-00148,남산둘레길,없음,수컷,방사,한국고양이|흰색검정
1596,광주-동구-2024-00128,동구 계림병원인근 ..,없음,수컷,방사,코숏|황.백
1600,경기-남양주-2024-01062,구암리 309,없음,수컷,방사,ksh|샴혼혈
1604,경남-마산-2024-00723,(완월동)완월북5길..,없음,미상,포획,한국고양이|검정
1608,서울-동대문-2024-00213,왕산로30길 29,없음,수컷,방사,K.C.|고등어
1612,광주-서구-2024-00227,광주 서구 양동 4..,왼쪽 앞다리 상완골..,수컷,방사,"코리안숏헤어|갈,검"
1616,경남-마산-2024-00726,(진북면)진북예곡3..,없음,미상,포획,한국고양이|검정 흰색
1620,경남-마산-2024-00732,(내서읍)송평로 4..,없음,미상,포획,한국고양이|흰색 연갈색 검정
1624,서울-동대문-2024-00211,왕산로30길 29,없음,수컷,방사,K.C.|고등어
1628,서울-노원-2024-00280,산장파크빌주변,.,암컷,방사,코숏|삼색
1632,경기-부천-2024-00338,(오정구) 오정로 ..,치즈,수컷,중성화,한국길고양이|치즈
1636,서울-광진-2024-00202,자양로44길97,없음,수컷,중성화,코숏|검정줄무늬
1640,서울-노원-2024-00278,삼호아파트34동,.,수컷,방사,코숏|고등어
1644,경남-마산-2024-00722,(진북면)농공단지로..,없음,미상,포획,한국고양이|노랑 흰색
1648,경기-남양주-2024-01063,구암리 309,없음,수컷,방사,ksh|흑색
1652,경기-군포-2024-00254,속달로 210번길 ..,없음,암컷,방사,코숏|턱시도
1656,전남-나주-2024-00135,공산면 동전길 1,온순함,수컷,방사,한국고양이|흰색에 검갈색줄무늬
1660,서울-영등포-2024-00152,신풍로 31-2,없음,수컷,방사,한국고양이|황색
1664,경기-남양주-2024-01060,화도 더드림핑,없음,수컷,방사,ksh|노랑
1668,경기-남양주-2024-01066,화도 더드림핑,없음,수컷,방사,ksh|고등어
1672,경기-남양주-2024-01059,화도 더드림핑,없음,수컷,방사,ksh|고등어
1676,전남-나주-2024-00137,나주시남평읍세남로1..,약간 사나움,암컷,방사,한국고양이|흰갈
1680,경남-마산-2024-00725,(진북면)신촌마을회..,없음,미상,포획,한국고양이|노랑 회색
1684,경남-창원-2024-00527,(소답동)의안로50..,없음,미상,포획,한국고양이|흰색 검정 갈색
1688,서울-동대문-2024-00212,왕산로30길 29,없음,수컷,방사,K.C.|고등어
1692,경남-마산-2024-00731,(봉암동)봉양로11..,없음,미상,포획,한국고양이|흰색 연갈색 검정
1696,경기-남양주-2024-01067,수레로 9번안길 1..,없음,암컷,방사,ksh|블랙
1700,경기-광주-2024-00758,광주시 목동길 57..,길고양이,수컷,방사,한국고양이|노랑색
1704,경기-광주-2024-00756,광주시 남한산성면 ..,길고양이,수컷,방사,한국고양이|검백색
1708,광주-광주광역시-2024-00674,광산구 남동길 48..,없음,수컷,방사,코숏|노
1712,경기-광주-2024-00759,광주시 목동길 57..,길고양이,암컷,방사,한국고양이|노랑색
1716,경남-마산-2024-00724,(완월동)완월북13..,없음,미상,포획,한국고양이|노랑 검정 흰색
1720,서울-영등포-2024-00151,양산로7길 3,없음,수컷,방사,한국고양이|황색
1724,서울-노원-2024-00265,동일로196길35(..,양호,수컷,방사,ksh|치즈
1728,서울-송파-2024-00540,파크데일2단지아파트..,N/A,수컷,방사,DSH|black
1732,서울-송파-2024-00541,파크데일2단지아파트..,임신,암컷,방사,DSH|calico
1736,서울-영등포-2024-00150,양평동 33-3,없음,수컷,방사,한국고양이|황색/흰색
1740,서울-영등포-2024-00148,양평동 33-3,없음,수컷,방사,한국고양이|검정/흰색
1744,경기-화성-2024-01093,봉담 수영리 653..,무,수컷,방사,코리안숏헤어|흰검
1748,경기-용인-2024-01115,구 경찰대_10,없음,미상,포획,코숏|검정
1752,경기-화성-2024-01090,봉담 수영리 653..,무,수컷,방사,코리안숏헤어|갈검흰
1756,서울-영등포-2024-00147,영중로 138-1,없음,수컷,방사,한국고양이|검정/흰색
1760,경기-화성-2024-01085,봉담 수영리 653..,무,수컷,방사,코리안숏헤어|흰검
1764,경기-화성-2024-01087,봉담 수영리 653..,무,수컷,방사,코리안숏헤어|흰검
1768,경기-화성-2024-01083,봉담 수영리 653..,무,수컷,방사,코리안숏헤어|흰황
1772,경기-부천-2024-00343,(오정구) 오정동 ..,고등어,수컷,중성화,한국길고양이|고등어
1776,경기-양평-2024-00619,경기도 양평군 지평..,수컷으로서도  매우..,수컷,방사,한국|황색
1780,경기-양평-2024-00611,경기도 양평군 개군..,코끝이 심하게 벗겨..,암컷,방사,한국|3색
1784,경기-부천-2024-00342,(오정구) 소사로 ..,고등어,수컷,중성화,한국길고양이|고등어
1788,서울-송파-2024-00538,오금로34길 24,없음,수컷,방사,코숏|갈색.흰색
1792,경기-부천-2024-00340,(오정구) 소사로 ..,턱시도,수컷,중성화,한국길고양이|턱시도
1796,경기-부천-2024-00341,(오정구) 소사로 ..,젖소,수컷,중성화,한국길고양이|젖소
